Índice	Disciplina	Código global	Título
28473	Odontologia	124.31	Laserterapia
28474	Odontologia	124.32	Materiais Dentários
28475	Odontologia	124.32.1	Selantes Odontológicos
28476	Odontologia	124.32.2	Cimentos Odontológicos
28477	Odontologia	124.32.2.1	Cimentos de Ionômero de Vidro
28478	Odontologia	124.32.2.2	Demais Cimentos Odontológicos (Fosfato de Zinco e Outros)
28479	Odontologia	124.32.3	Resina Composta
28480	Odontologia	124.32.4	Materiais de Moldagem
28481	Odontologia	124.32.5	Amálgama
28482	Odontologia	124.32.6	Sistemas Adesivos
28483	Odontologia	124.32.7	Sistemas Cerâmicos
28484	Odontologia	124.32.8	Resina Acrílica
28485	Odontologia	124.32.9	Outros Materiais Odontológicos
28486	Odontologia	124.33	Bioética Odontológica
28487	Odontologia	124.34	Procedimentos Clínicos Integrados
28488	Odontologia	124.35	Legislação Profissional de Odontologia
28489	Odontologia	124.35.1	Decreto nº 87.689 de 1982 e Lei nº 6.710 de 1979 - Profissão de Técnico em Prótese Dentária
28490	Odontologia	124.35.2	Código de Processo Ético Odontológico
28491	Odontologia	124.35.3	Código de Ética Odontológico e Legislação profissional
28492	Odontologia	124.35.4	Lei nº 11.889/2008 - Regulamenta o exercício das profissões de Técnico em Saúde Bucal - TSB e de Auxiliar em Saúde Bucal - ASB.
28493	Odontologia	124.35.5	Lei nº 5.081/1966 - Regula o exercício da profissão de Odontologia
28494	Odontologia	124.36	Geral Odontológico
28495	Pedagogia	125.1	Temas Educacionais Pedagógicos
28496	Pedagogia	125.1.1	Conceitos em pedagogia
28497	Pedagogia	125.1.2	Funções e compromissos dos pedagogos
28498	Pedagogia	125.1.3	Construção do conhecimento
28499	Pedagogia	125.1.3.1	Papel do educador
28500	Pedagogia	125.1.3.2	Papel do educando
28501	Pedagogia	125.1.3.3	Papel da sociedade
28502	Pedagogia	125.1.4	Didática e o processo de ensino e aprendizagem
28503	Pedagogia	125.1.4.1	Educação sexual
28504	Pedagogia	125.1.4.1.1	Educação sexual na família
28505	Pedagogia	125.1.4.1.2	Educação sexual na escola
28506	Pedagogia	125.1.4.2	Ética Profissional
28507	Pedagogia	125.1.4.2.1	Evasão escolar
28508	Pedagogia	125.1.4.2.1.1	Causas da evasão escolar
28509	Pedagogia	125.1.4.2.1.2	Consequências da evasão escolar
28510	Pedagogia	125.1.4.3	Gestão da Aprendizagem
28511	Pedagogia	125.1.4.4	Gestão de Pessoas
28512	Pedagogia	125.1.4.5	Gestão Escolar
28513	Pedagogia	125.1.5	Gestão Democrática
28514	Pedagogia	125.1.5.1	Gestão democrática na Constituição Federal de 1988
28515	Pedagogia	125.1.5.2	Gestão democrática na Lei de Diretrizes e Bases da Educação Nacional (LDB)
28516	Pedagogia	125.1.5.2.1	Conselho escolar
28517	Pedagogia	125.1.5.2.2	Conselho de classe
28518	Pedagogia	125.1.5.2.3	Gestão democrática no Plano Nacional de Educação (PNE)
28519	Pedagogia	125.1.5.2.4	Gestão democrática nas Diretrizes Curriculares Nacionais Gerais para a Educação Básica (DCNGEB)
28520	Pedagogia	125.1.5.3	Elementos indispensáveis da gestão democrática
28521	Pedagogia	125.1.5.3.1	Participação
28522	Pedagogia	125.1.5.3.2	Pluralismo
28523	Pedagogia	125.1.5.3.3	Autonomia
28524	Pedagogia	125.1.5.3.4	Transparência
28525	Pedagogia	125.1.6	Paradigmas educacionais
28526	Pedagogia	125.1.6.1	Pensamento moderno
28527	Pedagogia	125.1.6.2	Pensamento contemporâneo
28528	Pedagogia	125.1.6.3	Protagonismo juvenil e cidadania
28529	Pedagogia	125.1.6.4	Temas contemporâneos
28530	Pedagogia	125.1.7	Tendências Pedagógicas
28531	Pedagogia	125.1.7.1	Tendências pedagógicas modernas e contemporâneas
28532	Pedagogia	125.1.7.2	Multiculturalismo e Educação
28533	Pedagogia	125.1.7.2.1	Educação das relações étnico-raciais
28534	Pedagogia	125.1.7.2.2	Orientações e ações para a Educação das relações étnico-raciais
28535	Pedagogia	125.1.7.2.3	Conceitos, termos e expressões antirracistas
28536	Pedagogia	125.1.7.2.4	Defesa da pluralidade cultural na escola
28537	Pedagogia	125.1.7.2.5	Formação de professores sob a perspectiva da diversidade étnico-racial
28538	Pedagogia	125.1.7.2.6	Educação intercultural e cotidiano escolar
28539	Pedagogia	125.1.7.2.7	Multidimensionalidade
28540	Pedagogia	125.1.7.2.7.1	Dimensão humana
28541	Pedagogia	125.1.7.2.7.2	Dimensão político-social
28542	Pedagogia	125.1.7.2.7.3	Dimensão técnica
28543	Pedagogia	125.1.8	Interdisciplinaridade
28544	Pedagogia	125.1.8.1	Multidisciplinariedade
28545	Pedagogia	125.1.8.2	Pluridisciplinariedade
28546	Pedagogia	125.1.8.3	Transdisciplinariedade
28547	Pedagogia	125.1.8.4	Transversalidade
28548	Pedagogia	125.1.9	A Formação continuada do Professor
28549	Pedagogia	125.1.10	Coordenação e Orientação Educacional
28550	Pedagogia	125.1.10.1	Atribuições do coordenador e orientador educacional
28551	Pedagogia	125.1.10.2	Planejamento em orientação educacional
28552	Pedagogia	125.1.10.2.1	Código de ética do orientador educacional
28553	Pedagogia	125.1.10.3	Inspeção escolar
28554	Pedagogia	125.1.10.3.1	Princípios e métodos de inspeção escolar
28555	Pedagogia	125.1.10.3.2	Função do pedagogo na inspeção escolar
28556	Pedagogia	125.1.10.3.3	Inspeção escolar no panorama educacional brasileiro
28557	Pedagogia	125.2	Direitos Humanos
28558	Pedagogia	125.3	Pedagogia universitária
28559	Pedagogia	125.4	Pedagogia empresarial
28560	Pedagogia	125.5	Pedagogia hospitalar
28561	Pedagogia	125.6	Legislação Educacional
28562	Pedagogia	125.6.1	Constituição Federal
28563	Pedagogia	125.6.2	Lei nº 9.394 de 1996 - Lei de Diretrizes e Bases da Educação Nacional (LDBEN) e suas alterações
28564	Pedagogia	125.6.2.1	Da Educação
28565	Pedagogia	125.6.2.2	Dos Princípios e Fins da Educação Nacional
28566	Pedagogia	125.6.2.3	Do Direito à Educação e do Dever de Educar
28567	Pedagogia	125.6.2.4	Da Organização da Educação Nacional
28568	Pedagogia	125.6.2.5	Dos Níveis e das Modalidades de Educação e Ensino
28569	Pedagogia	125.6.2.5.1	Da Composição dos Níveis Escolares
28570	Pedagogia	125.6.2.5.2	Da Educação Básica
28571	Pedagogia	125.6.2.5.3	Da Educação Profissional e Tecnológica
28572	Pedagogia	125.6.2.5.4	Da Educação Superior
28573	Pedagogia	125.6.2.5.5	Da Educação Especial
28574	Pedagogia	125.6.2.5.6	Da Educação Bilíngue de Surdos
28575	Pedagogia	125.6.2.6	Dos Profissionais da Educação
28576	Pedagogia	125.6.2.7	Dos Recursos financeiros
28577	Pedagogia	125.6.2.8	Das Disposições Gerais
28578	Pedagogia	125.6.2.9	Das Disposições Transitórias
28579	Pedagogia	125.6.3	Diretrizes Curriculares Nacionais
28580	Pedagogia	125.6.3.1	Diretrizes Curriculares Nacionais para a Educação Básica
28581	Pedagogia	125.6.3.2	Diretrizes Curriculares Nacionais da Educação Infantil
28582	Pedagogia	125.6.3.3	Diretrizes Curriculares Nacionais do Ensino Fundamental de 9 anos
28583	Pedagogia	125.6.3.4	Diretrizes Curriculares Nacionais da Educação de Jovens e Adultos
28584	Pedagogia	125.6.3.5	Diretrizes Curriculares Nacionais para o Ensino Médio
28585	Pedagogia	125.6.3.6	Diretrizes Curriculares Nacionais para a Educação Profissional Técnica de Nível Médio
28586	Pedagogia	125.6.3.7	Diretrizes Operacionais para a Educação Básica nas escolas do campo
28587	Pedagogia	125.6.3.8	Diretrizes Operacionais para o atendimento educacional especializado na Educação Básica, modalidade Educação Especial
28588	Pedagogia	125.6.3.9	Diretrizes Curriculares Nacionais para a Educação Escolar Indígena
28589	Pedagogia	125.6.3.10	Diretrizes Curriculares Nacionais para a Educação Escolar Quilombola
28590	Pedagogia	125.6.3.11	Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-Raciais e para o Ensino de História e Cultura Afro-Brasileira e Africana
28591	Pedagogia	125.6.3.12	Diretrizes Curriculares Nacionais para a Educação Ambiental
28592	Pedagogia	125.6.3.13	Diretrizes Curriculares Nacionais do Curso de Pedagogia
28593	Pedagogia	125.6.3.14	Diretrizes Nacionais para a Educação em Direitos Humanos
28594	Pedagogia	125.6.4	Plano Nacional de Educação (PNE)
28595	Pedagogia	125.6.5	Base Nacional Comum Curricular - BNCC
28596	Pedagogia	125.6.6	Plano de Desenvolvimento da Educação (PDE)
28597	Pedagogia	125.6.6.1	Eixos principais do PDE
28598	Pedagogia	125.6.6.1.1	Iniciativas do PDE
28599	Pedagogia	125.6.6.1.1.1	Iniciativas na Educação Básica
28600	Pedagogia	125.6.6.1.1.2	Iniciativas na Educação Superior
28601	Pedagogia	125.6.6.1.1.3	Iniciativas na Educação Profissional e Tecnológica
28602	Pedagogia	125.6.6.1.1.4	Iniciativas para a alfabetização
28603	Pedagogia	125.6.6.1.1.5	Iniciativas para a diversidade e inclusão educacional
28604	Pedagogia	125.6.7	Parâmetros Curriculares Nacionais
28605	Pedagogia	125.6.8	Lei nº 9.131 de 1995 - Conselho Nacional de Educação
28606	Pedagogia	125.6.9	Educação Especial - Leis, decretos, portarias e resoluções
28607	Pedagogia	125.6.10	Educação de Jovens e Adultos - ENCEJA E PROEJA - Decretos e portarias
28608	Pedagogia	125.6.11	Educação Profissional - Leis, decretos, portarias, resoluções e pareceres
28609	Pedagogia	125.6.12	Lei nº 10.639 de 2003 - Obrigatoriedade da Temática - História e Cultura Afro-Brasileira
28610	Pedagogia	125.6.13	Educação Superior - Decretos, editais e portarias
28611	Pedagogia	125.6.14	Educação a Distância - Decretos e portarias
28612	Pedagogia	125.6.15	Cursos de Graduação e Educação Profissional Tecnológica - Decretos e Portarias
28613	Pedagogia	125.6.16	Língua Brasileira de Sinais (LIBRAS) – Lei nº 10 436/02 e Decreto nº 5 626/05
28614	Pedagogia	125.6.17	Lei nº 11.494 de 2007 - Regulamentação do FUNDEB e suas alterações
28615	Pedagogia	125.6.18	Lei nº 9.424 de 1996 - Regulamentação do FUNDEF
28616	Pedagogia	125.6.19	Lei nº 10.709/2003 - Acrescenta incisos aos arts. 10 e 11 da Lei no 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional e dá outras providências.
28617	Pedagogia	125.6.20	Lei Brasileira da Inclusão (Lei nº 13.146/15)
28618	Pedagogia	125.6.21	Normas educacionais dos estados
28619	Pedagogia	125.6.21.1	Plano Estadual de Educação
28620	Pedagogia	125.6.22	Normas educacionais dos municípios
28621	Pedagogia	125.6.22.1	Plano Municipal de Educação
28622	Pedagogia	125.6.23	Normas educacionais do Distrito Federal
28623	Pedagogia	125.6.23.1	Plano Distrital de Educação
28624	Pedagogia	125.6.23.2	Resolução nº 1/18
28625	Pedagogia	125.6.23.3	Regimento Escolar
28626	Pedagogia	125.6.24	Plano de Metas: Compromisso Todos pela Educação
28627	Pedagogia	125.6.25	Decreto nº 6 094/07
28628	Pedagogia	125.6.25.1	Do Plano de Metas Compromisso Todos pela Educação
28629	Pedagogia	125.6.25.2	Do Índice de Desenvolvimento da Educação Básica
28630	Pedagogia	125.6.25.3	Da Adesão ao Compromisso
28631	Pedagogia	125.6.25.4	Da Assistência Técnica e Financeira da União
28632	Pedagogia	125.6.25.5	Das Disposições Gerais
28633	Pedagogia	125.6.25.6	Do Plano de Ações Articuladas
28634	Pedagogia	125.6.26	Lei nº 14.191/2021 - Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para dispor sobre a modalidade de educação bilíngue de surdos.
28635	Pedagogia	125.6.27	Lei nº 5.564/1968 - Provê sobre o exercício da profissão de orientador educacional.
28636	Pedagogia	125.6.28	Lei nº 13.722 de 2018 - Torna obrigatória a capacitação em noções básicas de primeiros socorros de professores e funcionários de estabelecimentos de ensino públicos e privados de educação básica e de estabelecimentos de recreação infantil.
28637	Pedagogia	125.6.29	Lei Federal nº 14.113/2020 - Regulamenta o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb), de que trata o art. 212-A da Constituição Federal; revoga dispositivos da Lei nº 11.494, de 20 de
28638	Pedagogia	125.6.30	Decreto n.º 9.765/2019 - Institui a Política Nacional de Alfabetização
28639	Pedagogia	125.6.31	Decreto nº 11.556/2023 - Institui o Compromisso Nacional Criança Alfabetizada
28640	Pedagogia	125.6.32	Lei nº 13.005/2014 - Aprova o Plano Nacional de Educação - PNE e dá outras providências.
28641	Pedagogia	125.6.33	Lei nº 13.415/2017 - Altera as Leis nos 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e 11.494, de 20 de junho 2007, que regulamenta o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valoriz
28642	Pedagogia	125.6.34	Lei nº 14.180/2021 - Institui a Política de Inovação Educação Conectada
28643	Pedagogia	125.6.35	Lei nº 14.533/2023 - Institui a Política Nacional de Educação Digital e altera as Leis nºs 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 14 de março de 1997, 10.260, de 12 de julho de 2001, e 10.753, de 30 de
28644	Pedagogia	125.7	Temas Educacionais
28645	Pedagogia	125.7.1	Políticas Públicas
28646	Pedagogia	125.7.1.1	Programas e Ações do Ministério da Educação - Desenvolvimento da Educação Básica
28647	Pedagogia	125.7.1.2	Programas e Ações do Ministério da Educação - Desenvolvimento da Educação Superior, Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão
28648	Pedagogia	125.7.1.3	Programa Saúde na Escola (PSE)
28649	Pedagogia	125.7.1.4	Programa Brasil Alfabetizado (PBA)
28650	Pedagogia	125.8	Organização do Trabalho Pedagógico
28651	Pedagogia	125.8.1	Projeto Político-Pedagógico (PPP)
28652	Pedagogia	125.8.1.1	Conceitos, objetivos e características do PPP
28653	Pedagogia	125.8.1.1.1	Princípios do PPP
28654	Pedagogia	125.8.1.1.1.1	Igualdade
28655	Pedagogia	125.8.1.1.1.2	Qualidade
28656	Pedagogia	125.8.1.1.1.3	Gestão democrática
28657	Pedagogia	125.8.1.1.1.4	Liberdade
28658	Pedagogia	125.8.1.1.1.5	Valorização do magistério
28659	Pedagogia	125.8.1.1.2	Eixos do PPP
28660	Pedagogia	125.8.1.1.2.1	Construção do PPP
28661	Pedagogia	125.8.1.1.2.1.1	Finalidades da escola
28662	Pedagogia	125.8.1.1.2.1.2	Estrutura organizacional
28663	Pedagogia	125.8.1.1.2.1.3	Currículo
28664	Pedagogia	125.8.1.1.2.1.4	Tempo escolar
28665	Pedagogia	125.8.1.1.2.1.5	Processo de decisão
28666	Pedagogia	125.8.1.1.2.1.6	Relações de trabalho
28667	Pedagogia	125.8.1.1.2.1.7	Avaliação
28668	Pedagogia	125.9	Educação e Filosofia
28669	Pedagogia	125.9.1	Filosofia
28670	Pedagogia	125.9.1.1	Noções gerais de filosofia e filosofar
28671	Pedagogia	125.9.1.1.1	Conceitos, articulações e aprendizado
28672	Pedagogia	125.9.1.1.2	Conhecimento: os vários modos de conhecer o mundo
28673	Pedagogia	125.9.1.1.2.1	História da Filosofia Ocidental
28674	Pedagogia	125.9.1.1.2.1.1	Razão e educação na Idade Média
28675	Pedagogia	125.9.1.1.2.1.2	Razão e educação na Idade Moderna
28676	Pedagogia	125.9.1.1.2.1.3	Filosofia e exercício do Filosofar
28677	Pedagogia	125.9.2	Contribuições para a prática educativa
28678	Pedagogia	125.9.3	Contribuições para a cultura de sustentabilidade individual, nacional e mundial
28679	Pedagogia	125.9.3.1	Filosofia da educação
28680	Pedagogia	125.9.3.1.1	Filosofia e Filosofia da Educação na formação e prática do educador
28681	Pedagogia	125.9.3.1.3	Tendências pedagógicas modernas e contemporâneas
28682	Pedagogia	125.9.3.1.4	Aprender e ensinar com sentido
28683	Pedagogia	125.9.3.1.5	Filosofia para crianças
28684	Pedagogia	125.9.3.1.6	Proposta educativa de Matthew Lipman
28685	Pedagogia	125.9.3.1.7	Papel do professor no ensino de filosofia para crianças
28686	Pedagogia	125.9.3.1.8	Importância do diálogo
28687	Pedagogia	125.9.3.1.9	Conceitos filosóficos e possibilidades de intervenção
28688	Pedagogia	125.9.4	Teorias do Conhecimento (Pressupostos Epistemológicos)
28689	Pedagogia	125.9.4.1	Origem do conhecimento
28690	Pedagogia	125.9.4.1.1	Racionalismo
28691	Pedagogia	125.9.4.1.2	Empirismo
28692	Pedagogia	125.9.4.1.3	Apriorismo
28693	Pedagogia	125.9.4.1.4	Construtivismo (intelectualismo)
28694	Pedagogia	125.9.4.1.5	Ceticismo
28695	Pedagogia	125.9.4.1.6	Relativismo
28696	Pedagogia	125.9.5	Pensadores do conhecimento
28697	Pedagogia	125.9.5.1	Epistemologia transcendental de Kant
28698	Pedagogia	125.9.5.2	Epistemologia genética de Piaget
28699	Pedagogia	125.9.5.3	Epistemologia histórica de Bachelard
28700	Pedagogia	125.9.5.4	Epistemologia arqueológica de Foucault
28701	Pedagogia	125.9.5.6	Epistemologia crítica de Habermas
28702	Pedagogia	125.9.6	Visão holística da educação
28703	Pedagogia	125.9.7	Pensamento pedagógico brasileiro
28704	Pedagogia	125.10	Educação e Psicologia (Psicopedagogia)
28705	Pedagogia	125.10.1	Psicologia geral
28706	Pedagogia	125.10.1.1	História, conceitos e fundamentos da psicologia
28707	Pedagogia	125.10.1.2	Origem da psicologia
28708	Pedagogia	125.10.1.2.1	Tendências teóricas da psicologia
28709	Pedagogia	125.10.1.2.1.1	Tendências comportamentalistas
28710	Pedagogia	125.10.1.2.1.2	Tendências humanistas
28711	Pedagogia	125.10.1.2.1.3	Tendências cognitivistas
28712	Pedagogia	125.10.2	Psicologia da educação
28713	Pedagogia	125.10.3	Psicologia da educação infantil
28714	Pedagogia	125.10.3.1	Psicologia no primeiros dois anos de vida
28715	Pedagogia	125.10.3.2	Psicologia para criança de dois a seis anos
28716	Pedagogia	125.10.3.3	Psicologia para criança de sete a dez anos
28717	Pedagogia	125.10.4	Psicologia da educação na adolescência
28718	Pedagogia	125.10.4.1	Conceito de adolescência
28719	Pedagogia	125.10.4.2	Teoria da adolescência
28720	Pedagogia	125.10.4.3	Características da adolescência
28721	Pedagogia	125.10.4.4	Processos de desenvolvimento
28722	Pedagogia	125.10.4.5	Teorias biopsíquicas da adolescência
28723	Pedagogia	125.10.4.6	Temáticas adolescentes
28724	Pedagogia	125.10.5	Violência doméstica
28725	Pedagogia	125.10.6	Sexualidade
28726	Pedagogia	125.10.7	Uso de drogas
28727	Pedagogia	125.10.8	Transtornos alimentares e mentais
28728	Pedagogia	125.10.9	Papel da afetividade na aprendizagem
28729	Pedagogia	125.10.10	Teorias do desenvolvimento e da aprendizagem
28730	Pedagogia	125.10.10.1	Psicologia genética de Piaget
28731	Pedagogia	125.10.10.2	Teoria Histórico-Cultural de Vygotsky
28732	Pedagogia	125.10.10.3	Aprendizagem significativa de Ausubel
28733	Pedagogia	125.10.10.4	Psicologia do desenvolvimento e da aprendizagem
28734	Pedagogia	125.10.10.5	Problemas de aprendizagem na escola
28735	Pedagogia	125.10.10.6	Teorias das inteligências múltiplas
28736	Pedagogia	125.11	Educação e Sociologia
28737	Pedagogia	125.11.1	Sociologia
28738	Pedagogia	125.11.1.1	Teorias sociológicas clássicas
28739	Pedagogia	125.11.1.1.1	Durkheim
28740	Pedagogia	125.11.1.1.2	Weber
28741	Pedagogia	125.11.1.1.3	Marx
28742	Pedagogia	125.11.1.1.3.1	Formação e transformação da sociedade moderna
28743	Pedagogia	125.11.1.1.3.2	Fundamentos econômicos da sociedade e das desigualdades sociais
28744	Pedagogia	125.11.1.1.3.3	Organização da vida social
28745	Pedagogia	125.11.2	Sociologia da educação
28746	Pedagogia	125.11.2.1	Escola como instituição social
28747	Pedagogia	125.11.2.2	Processos sociológicos nos contextos da escola e do sistema educacional
28748	Pedagogia	125.11.2.3	Papel social da educação e compromisso social do educador
28749	Pedagogia	125.11.2.4	Escola e a família
28750	Pedagogia	125.11.2.5	Transtornos sociais e construção/reconstrução social da educação
28751	Pedagogia	125.11.2.6	Concepções de educação dos sociólogos clássicos
28752	Pedagogia	125.11.2.7	Durkheim
28753	Pedagogia	125.11.2.9	Marx
28754	Pedagogia	125.11.2.10	Educação e organização da cultura em Gramsci
28755	Pedagogia	125.11.2.11	Educação e teoria da prática em Bourdieu
28756	Pedagogia	125.11.3	Desigualdades sociais e educacionais
28757	Pedagogia	125.11.3.1	Autonomia universitária frente às contradições sociais
28758	Pedagogia	125.11.4	Educação e cidadania
28759	Pedagogia	125.11.5	Aspectos da educação brasileira e regional
28760	Pedagogia	125.11.6	Educação, sociedade e prática escolar
28761	Pedagogia	125.12	História da Educação Brasileira
28762	Pedagogia	125.12.1	A Educação como Processo de Construção Histórica
28763	Pedagogia	125.12.2	Funções do Ensino Superior
28764	Pedagogia	125.12.2.1	Ensino
28765	Pedagogia	125.12.2.2	Pesquisa
28766	Pedagogia	125.12.2.3	Extensão
28767	Pedagogia	125.12.2.4	Cultura
28768	Pedagogia	125.12.3	Construção Histórica da Universidade Brasileira
28769	Pedagogia	125.12.4	O Ensino Superior na Contemporaneidade Brasileira
28770	Pedagogia	125.13	Currículo (Teoria e Prática)
28771	Pedagogia	125.13.1	Complexidade do conhecimento
28772	Pedagogia	125.13.2	Componentes Curriculares
28773	Pedagogia	125.13.3	Concepções de currículo
28774	Pedagogia	125.13.4	Currículo e Diversidade
28775	Pedagogia	125.13.5	Currículo, interdisciplinaridade, transversalidade e a transdisciplinaridade
28776	Pedagogia	125.13.6	Planejamento, seleção e organização dos conteúdos curriculares
28777	Pedagogia	125.13.7	Teorias curriculares
28778	Pedagogia	125.13.7.1	Teorias curriculares tradicionais ou não-críticas
28779	Pedagogia	125.13.7.2	Teorias curriculares críticas
28780	Pedagogia	125.13.7.3	Teorias curriculares pós-críticas
28781	Pedagogia	125.14	Educação Infantil
28782	Pedagogia	125.14.1	Organização do tempo e do espaço na educação infantil
28783	Pedagogia	125.14.2	O Cuidar na Educação Infantil
28784	Pedagogia	125.14.3	Concepções de Educação Infantil
28785	Pedagogia	125.14.4	Funções do educador e das equipes de apoio
28786	Pedagogia	125.14.5	Alfabetização e letramento
28787	Pedagogia	125.14.5.1	Linguagem, sociedade, cultura, discurso e ensino de língua
28788	Pedagogia	125.14.5.2	Concepções teóricas de aquisição e desenvolvimento da linguagem escrita
28789	Pedagogia	125.14.5.3	Práticas linguístico-discursivas e formação do leitor e do escritor
28790	Pedagogia	125.14.5.4	Literatura e alfabetização
28791	Pedagogia	125.14.6	Artes e ludicidade
28792	Pedagogia	125.14.7	Jogos e suas características
28793	Pedagogia	125.14.7.1	Jogos pedagógicos
28794	Pedagogia	125.14.7.2	Jogos de raciocínio
28795	Pedagogia	125.14.7.3	Jogos psicomotores
28796	Pedagogia	125.14.8	Desenvolvimento dos conceitos científicos na infância
28797	Pedagogia	125.14.9	Processo de socialização
28798	Pedagogia	125.14.10	Pedagogia de Freinet
28799	Pedagogia	125.14.11	Parâmetros Nacionais de Qualidade para a Educação Infantil
28800	Pedagogia	125.14.12	Referencial Curricular para a Educação Infantil
28801	Pedagogia	125.15	O Ensino Médio
28802	Pedagogia	125.15.1	Educação, Trabalho, Formação Profissional e as Transformações do Ensino Médio
28803	Pedagogia	125.15.2	Didática e prática no Ensino Médio
28804	Pedagogia	125.15.3	Rendimento escolar no Ensino Médio
28805	Pedagogia	125.16	Ensino Superior
28806	Pedagogia	125.16.1	Gestão e Organização da Sala de Aula
28807	Pedagogia	125.16.2	O Ensino e a Participação Discente no Contexto Universitário
28808	Pedagogia	125.16.3	Plano de Desenvolvimento Institucional (PDI)
28809	Pedagogia	125.16.4	Educação a Distância (EaD)
28810	Pedagogia	125.17	Outras Modalidades e concepções de Educação
28811	Pedagogia	125.17.1	Educação inclusiva ou ensino inclusivo
28812	Pedagogia	125.17.1.1	Diversidade
28813	Pedagogia	125.17.2	Educação ambiental
28814	Pedagogia	125.17.3	Educação corporativa
28815	Pedagogia	125.17.4	Educação profissional e tecnológica
28816	Pedagogia	125.17.5	Educação quilombola e indígena
28817	Pedagogia	125.17.6	Educação de jovens e adultos (EJA)
28818	Pedagogia	125.17.7	Educação a Distância (EaD)
28819	Pedagogia	125.17.8	Educação especial
28820	Pedagogia	125.18	Aprendizagem
28821	Pedagogia	125.18.1	Conceitos e princípios da aprendizagem
28822	Pedagogia	125.18.2	Teorias da aprendizagem
28823	Pedagogia	125.18.2.1	Behavorismo
28824	Pedagogia	125.18.2.2	Cognitivismo
28825	Pedagogia	125.18.2.3	Construtivismo
28826	Pedagogia	125.18.2.4	Interacionismo
28827	Pedagogia	125.18.3	Avaliação da aprendizagem
28828	Pedagogia	125.18.3.1	Tarefas da avaliação
28829	Pedagogia	125.18.3.1.1	Funções da avaliação
28830	Pedagogia	125.18.3.1.1.1	Função pedagógico-didática
28831	Pedagogia	125.18.3.1.1.2	Função de diagnóstico
28832	Pedagogia	125.18.3.1.1.3	Função de controle
28833	Pedagogia	125.18.3.2	Modelos de avaliação
28834	Pedagogia	125.18.3.2.1	Avaliação diagnóstica
28835	Pedagogia	125.18.3.2.2	Avaliação formativa
28836	Pedagogia	125.18.3.2.3	Avaliação somativa
28837	Pedagogia	125.18.3.3	Avaliação dos conteúdos
28838	Pedagogia	125.18.3.3.1	Avaliação na prática
28839	Pedagogia	125.18.3.3.1.1	Características da avaliação escolar
28840	Pedagogia	125.18.3.3.1.1.1	Instrumentos de verificação do rendimento escolar
28841	Pedagogia	125.18.3.3.1.1.1.1	Provas
28842	Pedagogia	125.18.3.3.1.1.1.2	Trabalhos
28843	Pedagogia	125.18.3.3.1.1.1.3	Procedimentos auxiliares de avaliação
28844	Pedagogia	125.18.3.3.1.1.1.4	Observação
28845	Pedagogia	125.18.3.3.1.1.1.5	Entrevista
28846	Pedagogia	125.18.3.3.1.1.1.6	Ficha de dados do aluno
28847	Pedagogia	125.18.3.3.1.1.1.7	Atribuição de notas ou conceitos
28848	Pedagogia	125.18.4	Avaliação externa
28849	Pedagogia	125.18.4.1	Índice de Desenvolvimento da Educação Básica (IDEB)
28850	Pedagogia	125.18.4.2	Sistema de Avaliação da Educação Básica (SAEB)
28851	Pedagogia	125.18.5	Alfabetização e Letramento
28852	Pedagogia	125.19	Pesquisa em Educação
28853	Pedagogia	125.19.1	Pedagogia de projetos e pesquisa em sala de aula
28854	Pedagogia	125.19.2	Iniciação científica
28855	Pedagogia	125.19.3	Papel da pesquisa na formação do professor
28856	Pedagogia	125.19.4	Processo ação-reflexão-ação no desenvolvimento do trabalho pedagógico
28857	Pedagogia	125.19.5	Pesquisa qualitativa e o trabalho educativo
28858	Pedagogia	125.19.6	Elaboração do projeto de pesquisa
28859	Pedagogia	125.19.6.1	Elementos integrantes
28860	Pedagogia	125.19.6.2	Metodologia de projetos
28861	Pedagogia	125.19.6.3	Teoria e prática
28862	Pedagogia	125.19.6.4	Pesquisa como princípio pedagógico
28863	Pedagogia	125.20	Planejamento na Educação
28864	Pedagogia	125.20.1	Níveis e tipos de planejamento
28865	Pedagogia	125.20.1.1	Planejamento educacional
28866	Pedagogia	125.20.1.2	Planejamento escolar
28867	Pedagogia	125.20.1.3	Planejamento curricular
28868	Pedagogia	125.20.1.4	Planejamento de ensino
28869	Pedagogia	125.20.2	Tipos de planos
28870	Pedagogia	125.20.2.1	Plano da escola
28871	Pedagogia	125.20.2.2	Plano de ensino
28872	Pedagogia	125.20.3	Tipos de plano de ensino
28873	Pedagogia	125.20.3.1	Plano de aula
28874	Pedagogia	125.20.4	Planejamento e o Projeto-Político Pedagógico (PPP)
28875	Pedagogia	125.20.4.1	Concepções de planejamento
28876	Pedagogia	125.20.4.1.1	Planejamento como Princípio Prático
